dp,null_Dn,abs-700_Dn,abs-1000_Dn,abs-1300_Dn,norm-layer_Dn,dpcorr+_Dn,dpcorr-_Dn
6.55,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.32,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.68,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.39,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.83,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.815,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.74,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.74,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.765,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.835,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.17,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.17,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.23,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.91,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.83,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.525,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.42,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.24,1.0,1.0,1.0,1.0,0.5,0.5,1.0
5.19,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.63,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.65,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.99,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.96,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.99,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.04,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.99,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.99,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.84,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.77,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.085,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.19,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.14,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.95,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.94,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.55,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.47,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.53,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.73,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.72,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.69,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.18,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.53,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.41,1.0,1.0,1.0,1.0,0.5,0.5,0.5
5.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.51,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.54,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.41,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.885,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.885,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.875,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.4,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.37,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.395,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.395,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.39,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.71,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.42,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.35,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.38,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.44,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.42,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.42,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.11,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.39,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.42,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.39,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.68,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.78,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.435,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.615,1.0,1.0,1.0,1.0,0.5,0.5,1.0
7.105,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.255,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.45,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.355,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.98,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.1,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.97,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.98,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.38,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.38,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.08,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.19,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.44,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.925,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.67,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.63,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.27,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.27,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.49,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.48,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.42,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.74,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.76,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.26,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.195,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.22,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.495,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.48,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.44,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.39,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.82,1.0,1.0,1.0,1.0,0.5,1.0,0.5
9.27,1.0,1.0,1.0,1.0,0.5,1.0,1.0
10.84,1.0,1.0,1.0,1.0,0.5,1.0,1.0
10.08,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.88,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.95,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.32,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.33,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.395,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.785,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.94,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.12,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.74,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.305,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.71,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.915,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.345,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.65,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.26,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.23,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.09,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.97,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.85,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.45,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.27,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.51,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.49,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.33,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.315,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.925,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.84,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.67,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.97,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.66,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.39,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.24,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.305,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.36,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.4,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.54,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.715,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.71,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.73,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.21,1.0,1.0,1.0,1.0,0.5,0.5,1.0
4.39,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.65,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.295,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.34,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.41,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.79,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.96,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.74,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.74,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.855,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.87,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.84,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.815,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.93,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.92,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.06,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.01,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.695,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.73,1.0,1.0,1.0,1.0,0.5,0.5,0.5
5.885,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.1,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.1,1.0,1.0,1.0,1.0,0.5,1.0,0.5
6.58,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.04,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.31,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.84,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.085,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.77,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.94,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.08,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.455,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.205,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.08,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.17,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.64,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.64,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.64,1.0,1.0,1.0,1.0,0.5,0.5,1.0
4.06,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.91,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.335,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.4,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.02,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.11,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.19,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.54,1.0,1.0,1.0,1.0,0.5,0.5,0.5
3.31,1.0,1.0,1.0,1.0,0.5,1.0,0.5
4.09,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.27,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.945,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.86,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.9,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.425,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.54,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.69,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.43,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.43,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.45,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.05,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.08,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.08,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.06,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.64,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.65,1.0,1.0,1.0,1.0,0.5,0.5,1.0
5.09,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.07,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.14,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.8,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5
5.04,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.04,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.04,1.0,1.0,1.0,1.0,0.5,1.0,1.0
25.08,1.0,1.0,1.0,1.0,0.5,1.0,1.0
20.45,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.67,1.0,1.0,1.0,1.0,0.5,1.0,1.0
10.055,1.0,1.0,1.0,1.0,0.5,1.0,1.0
8.395,1.0,1.0,1.0,1.0,0.5,1.0,1.0
10.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.67,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.55,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.53,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.74,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.02,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.38,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.14,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.39,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.36,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.45,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.98,1.0,1.0,1.0,1.0,0.5,0.5,0.5
3.83,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.81,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.74,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.87,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.92,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.33,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.325,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.42,1.0,1.0,1.0,1.0,0.5,0.5,0.5
3.27,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.89,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.3,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.095,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.1,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.11,1.0,1.0,1.0,1.0,0.5,0.5,0.5
3.4,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.4,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.47,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.06,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.4,1.0,1.0,1.0,1.0,0.5,1.0,0.5
4.49,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.97,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.97,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.51,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.715,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.51,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.05,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.6,1.0,1.0,1.0,1.0,0.5,0.5,1.0
1.6,1.0,1.0,1.0,1.0,0.5,1.0,0.5
1.64,1.0,1.0,1.0,1.0,0.5,0.5,1.0
2.06,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1.535,1.0,1.0,1.0,1.0,0.5,0.5,1.0
7.68,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1.6,1.0,1.0,1.0,1.0,0.5,0.5,1.0
3.13,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.15,1.0,1.0,1.0,1.0,0.5,1.0,0.5
3.15,1.0,1.0,1.0,1.0,0.5,0.5,1.0
4.115,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.115,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.755,1.0,1.0,1.0,1.0,0.5,0.5,1.0
4.1,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2.71,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.7,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.76,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.6,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2.535,1.0,1.0,1.0,1.0,0.5,0.5,0.5
4.625,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.65,1.0,1.0,1.0,1.0,0.5,1.0,1.0
4.44,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.89,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.88,1.0,1.0,1.0,1.0,0.5,1.0,1.0
3.37,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.84,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.87,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.83,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.83,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.83,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.795,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2.805,1.0,1.0,1.0,1.0,0.5,1.0,0.5
6.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.11,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.37,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.48,1.0,1.0,1.0,1.0,0.5,1.0,1.0
6.24,1.0,1.0,1.0,1.0,0.5,1.0,1.0
7.23,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.565,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.17,1.0,1.0,1.0,1.0,0.5,1.0,1.0
5.8,1.0,1.0,1.0,1.0,0.5,1.0,1.0
